Animal's Name,License Issue Date,License Number,Primary Breed,Secondary Breed,Species,ZIP Code
Mickey Fox,2015-06-01T00:00:00.000,82534,"Terrier, Jack Russell",,Dog,98136
Willie,2015-02-03T00:00:00.000,77594,Domestic Longhair,,Cat,98117
Leo,2015-06-29T00:00:00.000,139441,"Chihuahua, Short Coat","Welsh Corgi, Cardigan",Dog,98118
Bear,2015-06-24T00:00:00.000,730167,Pomeranian,,Dog,98106
Ullr,2015-04-01T00:00:00.000,140243,Norwegian Forest,,Cat,98199
Teddy Um,2015-03-20T00:00:00.000,139668,"Dachshund, Standard Long Haired","Dachshund, Miniature Smooth Haired",Dog,98119
Meisje,2015-03-04T00:00:00.000,139587,Beagle,"Retriever, Labrador",Dog,98105
Theodore,2015-03-19T00:00:00.000,140426,Domestic Shorthair,,Cat,98101
Darla,2015-04-08T00:00:00.000,142813,"Terrier, American Pit Bull",Dalmatian,Dog,98122
Hey Zeus,2015-05-11T00:00:00.000,215090,Boxer,,Dog,98122
Cookie,2015-04-13T00:00:00.000,209298,Boxer,"Terrier, American Staffordshire",Dog,98117
Ben,2015-04-24T00:00:00.000,214248,Greyhound,,Dog,98126
Amber,2015-04-13T00:00:00.000,215676,Lhasa Apso,,Dog,98117
Ida Mae,2015-04-14T00:00:00.000,215668,"Dachshund, Standard Smooth Haired",,Dog,98199
Jane,2015-03-04T00:00:00.000,77753,Domestic Shorthair,,Cat,98116
Amos,2015-02-03T00:00:00.000,82694,"Bulldog, English",,Dog,98136
Maggie,2015-05-26T00:00:00.000,82816,Australian Shepherd,,Dog,98118
Bella,2015-03-04T00:00:00.000,139412,Bichon Frise,,Dog,98105
Finnegan,2015-03-18T00:00:00.000,140256,Terrier,Mix,Dog,98199
Princess,2015-03-14T00:00:00.000,134733,"Terrier, Tibetan",,Dog,98115
Axl,2015-03-19T00:00:00.000,139708,"Retriever, Labrador",,Dog,98119
Oskar,2015-04-21T00:00:00.000,139841,Shepherd,,Dog,98119
Tucker,2015-03-09T00:00:00.000,134736,Domestic Shorthair,,Cat,98144
Molly,2015-04-16T00:00:00.000,21091,Lhasa Apso,Mix,Dog,98122
Swa,2015-06-08T00:00:00.000,208751,Domestic Shorthair,,Cat,98108
Orson,2015-04-15T00:00:00.000,215235,Domestic Shorthair,,Cat,98103
Fionn,2015-03-31T00:00:00.000,130488,Border Collie,,Dog,98117
Sugar Baby,2015-04-07T00:00:00.000,127795,Domestic Shorthair,,Cat,98117
Tobey,2015-06-07T00:00:00.000,125576,Australian Cattle Dog,Schipperke,Dog,98115
Coby,2015-01-15T00:00:00.000,205716,Havanese,,Dog,98112
Lila,2015-04-07T00:00:00.000,202728,Domestic Shorthair,,Cat,98103
Tosca,2015-04-09T00:00:00.000,202911,LaPerm,,Cat,98117
Champ,2015-06-13T00:00:00.000,199755,"Terrier, American Pit Bull",,Dog,98118
Seamus,2015-03-31T00:00:00.000,84344,Xoloitzcuintli,,Dog,98177
Heidi,2015-05-23T00:00:00.000,283553,"Dachshund, Standard Smooth Haired",,Dog,98106
Chunk,2015-06-27T00:00:00.000,280104,"Terrier, American Pit Bull",Australian Cattle Dog,Dog,98118
Beau,2015-06-17T00:00:00.000,358494,Border Collie,Australian Cattle Dog,Dog,98119
Leroy,2015-06-24T00:00:00.000,360127,Domestic Shorthair,,Cat,98115
Kavah,2015-05-22T00:00:00.000,358771,"Retriever, Labrador","Poodle, Standard",Dog,98107
Bernardo,2015-06-01T00:00:00.000,443968,Terrier,Mix,Dog,98106
Star,2015-05-14T00:00:00.000,271774,Australian Shepherd,Terrier,Dog,98119
Yoshi,2015-04-24T00:00:00.000,354384,Shiba Inu,,Dog,98199
Luna,2015-04-27T00:00:00.000,214797,"Chihuahua, Long Coat",Miniature Pinscher,Dog,98106
Betty,2015-06-09T00:00:00.000,960397,Samoyed,,Dog,98199
Chessie,2015-03-04T00:00:00.000,139283,Pomeranian,,Dog,98116
Lulu,2015-04-01T00:00:00.000,129044,Domestic Shorthair,,Cat,98116
Ellie,2015-04-09T00:00:00.000,141476,Rottweiler,"Retriever, Labrador",Dog,98125
Buddy,2015-06-23T00:00:00.000,349534,Domestic Shorthair,,Cat,98115
Macey,2015-05-04T00:00:00.000,216622,Schipperke,,Dog,98126
Bella,2015-04-07T00:00:00.000,206059,"Retriever, Labrador","Poodle, Standard",Dog,98115
Isabel,2015-05-15T00:00:00.000,272516,Domestic Shorthair,,Cat,98117
Jack,2015-06-07T00:00:00.000,280789,"Terrier, West Highland White",,Dog,98117
Scooter,2015-06-05T00:00:00.000,276206,Shiba Inu,,Dog,98103
Sydney,2015-04-16T00:00:00.000,275706,Australian Shepherd,Mix,Dog,98107
Deux,2015-01-09T00:00:00.000,28309,Domestic Shorthair,,Cat,98115
Dixon,2015-03-31T00:00:00.000,142209,"Bulldog, French",,Dog,98122
Sindarin,2015-04-15T00:00:00.000,83530,Burmese,Siamese,Cat,98199
Buddha,2015-03-05T00:00:00.000,84208,Pug,,Dog,98109
Ruby,2015-03-14T00:00:00.000,9259,"Chihuahua, Short Coat",,Dog,98106
Claire,2015-06-22T00:00:00.000,132439,"Terrier, West Highland White",,Dog,98107
Francisco,2015-02-12T00:00:00.000,952474,Domestic Shorthair,,Cat,98126
Ralph,2015-02-11T00:00:00.000,904660,"Retriever, Labrador",Beagle,Dog,98117
Samson,2015-05-26T00:00:00.000,275286,German Shepherd,,Dog,98103
Wilder,2015-05-05T00:00:00.000,215877,"Terrier, Border",,Dog,98144
Hank,2015-03-09T00:00:00.000,141187,Australian Shepherd,,Dog,98115
Maggie,2015-03-27T00:00:00.000,131321,"Vizsla, Smooth Haired",,Dog,98126
Poppy,2015-01-04T00:00:00.000,28906,Domestic Shorthair,,Cat,98117
KitKat,2015-01-04T00:00:00.000,28931,Domestic Shorthair,,Cat,98109
Penny,2015-01-06T00:00:00.000,29964,Xoloitzcuintli,,Dog,98109
Layla,2015-01-07T00:00:00.000,29913,"Pointer, German Shorthaired","Retriever, Labrador",Dog,98112
Sophia,2015-01-08T00:00:00.000,28675,"Poodle, Miniature",,Dog,98115
Maya,2015-01-14T00:00:00.000,30159,Plott Hound,,Dog,98117
Buddy,2015-01-18T00:00:00.000,30221,"Terrier, Staffordshire Bull",,Dog,98199
Zelda,2015-01-29T00:00:00.000,29091,Terrier,Mix,Dog,98113
Sophie,2015-02-02T00:00:00.000,29755,"Retriever, Labrador",,Dog,98117
Gypsy,2015-02-11T00:00:00.000,85185,Domestic Shorthair,,Cat,98122
Charlie,2015-02-07T00:00:00.000,83537,"Chihuahua, Short Coat",,Dog,98102
Simon,2015-02-10T00:00:00.000,85229,American Shorthair,,Cat,98109
Mimi,2015-02-11T00:00:00.000,85321,Domestic Medium Hair,,Cat,98133
,2015-02-18T00:00:00.000,85450,Domestic Shorthair,,Cat,98115
OLIVE,2015-02-19T00:00:00.000,84399,"Pointer, German Shorthaired",Mix,Dog,98122
Rose,2015-01-17T00:00:00.000,899170,"Terrier, American Pit Bull",,Dog,98117
Selkie,2015-06-10T00:00:00.000,352516,"Collie, Smooth",,Dog,98125
Deirdre,2015-05-08T00:00:00.000,354042,"Dachshund, Standard Smooth Haired",Mix,Dog,98119
Nora,2015-06-03T00:00:00.000,283998,Beagle,Pug,Dog,98103
Gabi,2015-06-05T00:00:00.000,444678,Border Collie,"Poodle, Miniature",Dog,98105
,2015-01-04T00:00:00.000,28909,Domestic Shorthair,,Cat,98103
South,2015-01-04T00:00:00.000,28912,Domestic Shorthair,,Cat,98115
Dusty,2015-01-04T00:00:00.000,28941,Domestic Medium Hair,,Cat,98116
Lola,2015-01-24T00:00:00.000,29099,Snowshoe,,Cat,98116
Boots,2015-01-14T00:00:00.000,28727,Domestic Shorthair,,Cat,98199
Ashby,2015-01-15T00:00:00.000,24651,Shepherd,Mix,Dog,98117
Hattie,2015-02-24T00:00:00.000,833803,Domestic Longhair,,Cat,98144
Milo,2015-01-20T00:00:00.000,30302,"Vizsla, Smooth Haired",,Dog,98115
Lucy,2015-01-20T00:00:00.000,29123,Domestic Shorthair,,Cat,98122
Tango,2015-01-27T00:00:00.000,30328,Terrier,Mix,Dog, 
Chaac,2015-02-04T00:00:00.000,84501,"Chihuahua, Short Coat",,Dog,98109
Rocky,2015-02-09T00:00:00.000,85248,American Shorthair,,Cat,98121
Oliver,2015-02-12T00:00:00.000,85535,Domestic Longhair,,Cat,98115
Ada,2015-02-17T00:00:00.000,86124,"Retriever, Labrador",,Dog,98109
Sancho Panza,2015-02-17T00:00:00.000,85511,Domestic Shorthair,,Cat,98106
Benny,2015-02-24T00:00:00.000,86222,"Terrier, Yorkshire","Terrier, Border",Dog,98116
Kinley,2015-02-25T00:00:00.000,86288,Australian Shepherd,,Dog,98115
Ginger,2015-02-26T00:00:00.000,78072,"Terrier, Yorkshire",,Dog,98155
Koji,2015-02-26T00:00:00.000,85299,Shiba Inu,,Dog,98125
Doctor,2015-02-28T00:00:00.000,28274,Domestic Longhair,,Cat,98102
Kalvin,2015-02-28T00:00:00.000,28802,Domestic Shorthair,,Cat,98108
Sassy,2015-03-13T00:00:00.000,142424,Domestic Shorthair,,Cat,98122
Brooklyn,2015-03-17T00:00:00.000,141740,Terrier,Mix,Dog,98115
Scout,2015-03-17T00:00:00.000,141716,"Schnauzer, Miniature","Chihuahua, Short Coat",Dog,98109
Lily,2015-03-18T00:00:00.000,79271,"Terrier, Scottish",,Dog,98107
Hank,2015-03-20T00:00:00.000,141824,"Terrier, Rat",,Dog,98103
Jasper,2015-03-24T00:00:00.000,141394,"Retriever, Labrador",Mix,Dog,98112
Toby,2015-03-28T00:00:00.000,137477,"Chihuahua, Short Coat","Dachshund, Standard Smooth Haired",Dog,98126
Carlita,2015-04-01T00:00:00.000,217860,"Terrier, Yorkshire",,Dog,98115
Kenai,2015-04-06T00:00:00.000,142731,"Terrier, American Pit Bull",,Dog,98106
Winnie,2015-04-07T00:00:00.000,142710,"Retriever, Labrador",,Dog,98115
Leda,2015-04-07T00:00:00.000,142688,Belgian Tervuren,,Dog,98103
Juniper Spruce,2015-04-09T00:00:00.000,142862,Border Collie,"Retriever, Labrador",Dog,98103
Coco,2015-04-13T00:00:00.000,142948,German Shepherd,,Dog,98109
Jorge,2015-04-14T00:00:00.000,142934,Australian Shepherd,,Dog,98121
Miles,2015-04-16T00:00:00.000,84669,"Bulldog, French",,Dog,98117
Jimmy John,2015-04-17T00:00:00.000,84640,Pug,,Dog,98105
,2015-06-20T00:00:00.000,444379,Domestic Medium Hair,,Cat,98117
Boomer,2015-04-18T00:00:00.000,142795,Domestic Shorthair,,Cat,98103
Sully,2015-04-20T00:00:00.000,84715,German Shepherd,Border Collie,Dog,98117
Luna,2015-04-21T00:00:00.000,284842,Domestic Shorthair,,Cat,98125
Tsunami,2015-04-25T00:00:00.000,142497,Domestic Shorthair,,Cat,98115
Beau,2015-04-28T00:00:00.000,142077,LaPerm,,Cat,98115
Lyra,2015-04-29T00:00:00.000,85376,Xoloitzcuintli,,Dog, 
Princess Kitty,2015-05-05T00:00:00.000,142320,Domestic Shorthair,,Cat,98125
Gromit,2015-05-12T00:00:00.000,359949,"Spaniel, American Cocker",,Dog,98122
Pippa,2015-05-12T00:00:00.000,359965,"Terrier, Yorkshire",,Dog,98126
Julio,2015-05-13T00:00:00.000,360535,Australian Cattle Dog,,Dog,98122
Molly,2015-05-13T00:00:00.000,210785,"Terrier, Yorkshire","Poodle, Miniature",Dog, 
Zak,2015-05-15T00:00:00.000,281322,Domestic Shorthair,,Cat,98115
Keiko,2015-05-18T00:00:00.000,361237,Domestic Shorthair,,Cat,98107
Reuben,2015-05-19T00:00:00.000,361294,"Dachshund, Standard Smooth Haired",,Dog,98109
Friday,2015-05-21T00:00:00.000,361415,Korean Jindo,,Dog,98103
Harley,2015-05-26T00:00:00.000,444547,"Terrier, Staffordshire Bull",Rhodesian Ridgeback,Dog,98116
Becky,2015-05-26T00:00:00.000,444514,Australian Cattle Dog,,Dog,98105
Chuck,2015-05-27T00:00:00.000,444579,"Dachshund, Standard Long Haired",,Dog,98107
Buddy Shordt,2015-05-29T00:00:00.000,216835,"Retriever, Labrador",,Dog,98019
MeiMei,2015-05-29T00:00:00.000,361487,Pekingese,,Dog,98103
Elphie,2015-02-24T00:00:00.000,85271,Maine Coon,,Cat,98115
Lucy,2015-02-26T00:00:00.000,86241,"Chihuahua, Long Coat",Mix,Dog,98105
Tubbs,2015-02-28T00:00:00.000,964761,Domestic Longhair,,Cat,98121
Umberto,2015-03-04T00:00:00.000,84456,Chinese Shar-Pei,Basset Hound,Dog,98126
TomTom,2015-03-04T00:00:00.000,142138,Domestic Shorthair,,Cat,98102
Duncan,2015-03-05T00:00:00.000,141317,"Poodle, Miniature",,Dog,98115
Peko,2015-03-06T00:00:00.000,142024,Domestic Longhair,,Cat,98104
Joy,2015-03-11T00:00:00.000,142058,"Chihuahua, Short Coat",Mix,Dog,98178
Catman,2015-03-13T00:00:00.000,142087,LaPerm,,Cat,98126
Vito,2015-03-17T00:00:00.000,141764,German Shepherd,,Dog,98103
Mia,2015-03-26T00:00:00.000,83264,Siamese,,Cat,98119
Shorty,2015-04-06T00:00:00.000,142660,"Welsh Corgi, Cardigan","Terrier, Jack Russell",Dog,98126
Marnie,2015-04-07T00:00:00.000,142635,Xoloitzcuintli,,Dog,98121
Monkey,2015-04-14T00:00:00.000,142752,LaPerm,,Cat,98122
Cashmere,2015-04-14T00:00:00.000,142981,"Terrier, American Pit Bull",,Dog,98106
Lucy,2015-04-17T00:00:00.000,84619,"Retriever, Golden",,Dog,98109
Rupert,2015-04-21T00:00:00.000,84759,"Terrier, Yorkshire","Schnauzer, Miniature",Dog,98118
Frankie,2015-04-23T00:00:00.000,217700,"Terrier, Yorkshire",,Dog,98115
Logan,2015-04-24T00:00:00.000,216676,"Retriever, Labrador",,Dog,98103
Simon,2015-04-28T00:00:00.000,86302,"Terrier, American Pit Bull",,Dog,98108
Lily,2015-04-30T00:00:00.000,85393,LaPerm,,Cat,98104
Ella,2015-04-30T00:00:00.000,84833,Beagle,"Retriever, Labrador",Dog,98116
Gatita,2015-05-04T00:00:00.000,361130,Domestic Medium Hair,,Cat,98144
Max,2015-05-06T00:00:00.000,359685,"Retriever, Labrador",,Dog,98107
Draco,2015-05-12T00:00:00.000,361171,Domestic Shorthair,,Cat,98122
Ada,2015-05-13T00:00:00.000,284980,LaPerm,,Cat,98109
Bugbear,2015-05-14T00:00:00.000,360519,Pug,,Dog,98122
Chloe,2015-05-15T00:00:00.000,360559,"Retriever, Golden",,Dog,98136
Edgar,2015-05-18T00:00:00.000,361258,"Spaniel, American Cocker",,Dog,98178
Mama,2015-05-19T00:00:00.000,361251,American Shorthair,,Cat,98136
Sheeba Nikula,2015-05-22T00:00:00.000,361404,Australian Cattle Dog,,Dog,98109
Chanel,2015-05-22T00:00:00.000,359779,"Terrier, American Pit Bull",,Dog,98199
Prince,2015-05-22T00:00:00.000,361379,"Terrier, American Pit Bull","Retriever, Labrador",Dog,98118
Gigi,2015-05-26T00:00:00.000,444576,Rhodesian Ridgeback,"Retriever, Labrador",Dog,98117
Tango,2015-05-27T00:00:00.000,444555,Australian Cattle Dog,,Dog,98116
Cairo,2015-06-02T00:00:00.000,,Chow Chow,Shepherd,Dog,98125
Lola,2015-06-05T00:00:00.000,359893,Weimaraner,,Dog,98115
Ella,2015-06-05T00:00:00.000,444152,"Schnauzer, Miniature",,Dog,98125
Odin,2015-06-08T00:00:00.000,444765,Siberian Husky,"Retriever, Labrador",Dog,98199
Ezti,2015-06-01T00:00:00.000,444638,German Shepherd,"Retriever, Labrador",Dog,98103
Athena,2015-06-03T00:00:00.000,444714,"Terrier, Jack Russell",Beagle,Dog,98112
Enzo,2015-06-08T00:00:00.000,444736,Spinone Italiano,,Dog,98107
Dahlia,2015-06-10T00:00:00.000,214987,Domestic Medium Hair,,Cat,98102
Savannah,2015-06-10T00:00:00.000,217913,Domestic Longhair,,Cat,98109
Maisie,2015-06-16T00:00:00.000,445467,Domestic Shorthair,Siamese,Cat,98115
Lizzie,2015-06-23T00:00:00.000,731458,"Retriever, Labrador","Retriever, Golden",Dog,98105
Mija,2015-06-30T00:00:00.000,444899,"Terrier, American Pit Bull",,Dog,98133
Ziggy,2015-01-06T00:00:00.000,955781,"Retriever, Labrador","Poodle, Standard",Dog,98103
Nikolla,2015-02-10T00:00:00.000,72812,Domestic Shorthair,,Cat,98122
Bella,2015-02-04T00:00:00.000,84511,Border Collie,"Spaniel, Welsh Springer",Dog,98125
Mithril,2015-02-17T00:00:00.000,73070,Domestic Shorthair,,Cat,98108
,2015-06-13T00:00:00.000,444358,Domestic Shorthair,,Cat,98103
,2015-06-13T00:00:00.000,444361,Domestic Medium Hair,,Cat,98115
Lucy,2015-06-18T00:00:00.000,444933,"Terrier, Jack Russell","Chihuahua, Short Coat",Dog,98103
Taryn,2015-06-19T00:00:00.000,444927,"Dachshund, Standard Smooth Haired",,Dog,98106
Willow,2015-06-24T00:00:00.000,731424,"Retriever, Labrador","Poodle, Standard",Dog,98122
Kalimera,2015-06-25T00:00:00.000,444953,Domestic Longhair,,Cat,98112
Lucy,2015-06-30T00:00:00.000,284725,Domestic Shorthair,,Cat,98122
Ripley,2015-06-27T00:00:00.000,355467,Xoloitzcuintli,,Dog,98103
Skittles,2015-06-30T00:00:00.000,284370,Ragdoll,Mix,Cat,98103
Tigre,2015-06-20T00:00:00.000,436516,LaPerm,,Cat,98133
Sofie,2015-01-06T00:00:00.000,951633,"Terrier, Yorkshire",,Dog,98199
Jamaica,2015-04-09T00:00:00.000,141477,"Terrier, American Pit Bull",,Dog,98109
Latte,2015-04-09T00:00:00.000,206860,Terrier,"Poodle, Miniature",Dog,98103
PT,2015-06-05T00:00:00.000,274813,American Eskimo,Mix,Dog,98199
Millie,2015-02-10T00:00:00.000,81359,Border Collie,"Pointer, German Shorthaired",Dog,98102
Cody,2015-05-26T00:00:00.000,84389,"Terrier, Australian",,Dog,98144
Sister,2015-02-06T00:00:00.000,66061,Xoloitzcuintli,,Dog,98118
Tucker,2015-03-31T00:00:00.000,132405,Australian Shepherd,,Dog,98105
Cooper,2015-04-01T00:00:00.000,136155,Siberian Husky,,Dog,98133
Macey,2015-01-27T00:00:00.000,720805,Domestic Shorthair,,Cat,98177
Otis,2015-05-26T00:00:00.000,206950,"Pointer, German Shorthaired",,Dog,98122
Dash,2015-03-02T00:00:00.000,76912,Australian Shepherd,,Dog,98115
Muffin,2015-02-13T00:00:00.000,73128,LaPerm,,Cat,98125
Frankie,2015-03-09T00:00:00.000,129113,Domestic Medium Hair,,Cat,98107
Mosey Mage,2015-03-18T00:00:00.000,207605,Portuguese Water Dog,,Dog,98112
Tyler,2015-04-27T00:00:00.000,,"Retriever, Labrador",Hound,Dog,98105
Lila,2015-04-22T00:00:00.000,203446,Domestic Shorthair,,Cat,98112
Rusty,2015-04-25T00:00:00.000,207995,"Terrier, American Pit Bull",,Dog,98115
Elsy,2015-03-11T00:00:00.000,207636,Australian Cattle Dog,"Retriever, Labrador",Dog,98126
Murray,2015-05-28T00:00:00.000,268276,Domestic Longhair,,Cat,98119
Sydney,2015-05-22T00:00:00.000,209364,Australian Shepherd,,Dog,98122
Clere,2015-05-08T00:00:00.000,359832,"Retriever, Labrador",Mix,Dog,98105
Meg,2015-05-07T00:00:00.000,359844,"Welsh Corgi, Pembroke",,Dog,98199
Gigi Mae,2015-06-03T00:00:00.000,275863,Pug,,Dog,98133
Frejol,2015-06-12T00:00:00.000,358591,Xoloitzcuintli,,Dog,98125
Stoli,2015-05-12T00:00:00.000,355549,"Bulldog, French",,Dog,98119
Sheppie,2015-03-10T00:00:00.000,22768,"Retriever, Labrador",German Shepherd,Dog,98112
Ali,2015-06-03T00:00:00.000,348583,Terrier,"Poodle, Miniature",Dog,98117
Bonney,2015-01-21T00:00:00.000,20111,"Terrier, West Highland White",,Dog, 
Abby,2015-03-13T00:00:00.000,132950,"Retriever, Labrador",,Dog,98112
Tanner,2015-01-12T00:00:00.000,20451,German Shepherd,Mix,Dog,98125
Duncan,2015-01-12T00:00:00.000,20758,"Terrier, Scottish",,Dog,98119
Sam,2015-03-17T00:00:00.000,74643,"Retriever, Labrador",,Dog,98107
Tiny,2015-01-24T00:00:00.000,29081,"Chihuahua, Short Coat",,Dog,98115
Isabella,2015-03-25T00:00:00.000,128601,Domestic Shorthair,,Cat,98126
Lewis,2015-03-04T00:00:00.000,128321,Domestic Longhair,,Cat,98144
Keena,2015-04-15T00:00:00.000,84610,"Retriever, Labrador",,Dog,98177
Bella,2015-04-30T00:00:00.000,209119,"Chihuahua, Short Coat",,Dog,98103
Blaze,2015-05-12T00:00:00.000,351837,"Terrier, American Pit Bull",Mix,Dog,98118
Bayou,2015-06-05T00:00:00.000,269494,LaPerm,,Cat,98122
Ms Millie,2015-06-01T00:00:00.000,346972,Domestic Shorthair,,Cat,98112
Bella,2015-05-05T00:00:00.000,352827,Bernese Mountain Dog,Mix,Dog,98133
McKenzie,2015-05-22T00:00:00.000,343891,Domestic Shorthair,,Cat,98106
Iona,2015-06-30T00:00:00.000,437229,"Terrier, West Highland White",,Dog,98112
Rocky,2015-01-08T00:00:00.000,952333,Domestic Shorthair,,Cat,98103
Rosie,2015-01-17T00:00:00.000,958914,Miniature Pinscher,,Dog,98178
Brio,2015-01-21T00:00:00.000,20454,"Poodle, Miniature",Mix,Dog,99203
Winston,2015-01-13T00:00:00.000,955841,Border Collie,,Dog,98102
Clyde,2015-01-20T00:00:00.000,20532,"Welsh Corgi, Cardigan",,Dog,98102
Agamemnon,2015-02-02T00:00:00.000,17327,Manx,Russian Blue,Cat,98105
Tui,2015-01-23T00:00:00.000,17252,Siamese,Mix,Cat,98105
Callie,2015-02-03T00:00:00.000,72599,Domestic Medium Hair,,Cat,98103
Baxter,2015-02-12T00:00:00.000,21124,"Schnauzer, Miniature",,Dog,98115
Crasher,2015-03-04T00:00:00.000,134641,Domestic Shorthair,,Cat,98108
Toewanda,2015-03-04T00:00:00.000,142112,Domestic Longhair,,Cat,98105
Kristina,2015-04-13T00:00:00.000,141398,"Dachshund, Standard Long Haired",Papillon,Dog,98112
Tilda,2015-03-04T00:00:00.000,134539,Xoloitzcuintli,,Dog,98117
Alice,2015-04-22T00:00:00.000,207739,Boxer,,Dog,98105
Lilly,2015-03-17T00:00:00.000,216682,"Retriever, Golden","Poodle, Standard",Dog,98116
Maxwell,2015-04-21T00:00:00.000,84709,"Chihuahua, Short Coat","Dachshund, Standard Smooth Haired",Dog,98101
Orangina,2015-03-13T00:00:00.000,140081,Domestic Shorthair,,Cat,98108
Giulia,2015-05-26T00:00:00.000,276199,"Terrier, American Pit Bull",,Dog,98107
Maggie,2015-05-22T00:00:00.000,276276,"Dachshund, Standard Smooth Haired",,Dog,98178
Galoot,2015-06-02T00:00:00.000,274485,Domestic Longhair,,Cat,98116
Pixie,2015-05-26T00:00:00.000,272797,Domestic Shorthair,,Cat,98125
Sweetie Pie,2015-06-06T00:00:00.000,1477,Domestic Shorthair,,Cat,98108
Callie,2015-06-16T00:00:00.000,3033,Domestic Longhair,,Cat,98109
Jazz,2015-05-07T00:00:00.000,277518,Shih Tzu,,Dog,98136
Rudy,2015-04-08T00:00:00.000,203577,Domestic Shorthair,,Cat,98178
Gretel,2015-05-14T00:00:00.000,280673,Great Dane,,Dog,98112
Delilah,2015-05-12T00:00:00.000,273111,Domestic Shorthair,,Cat,98118
Zorro,2015-05-15T00:00:00.000,194651,"Schnauzer, Miniature",,Dog,98136
Dora,2015-05-29T00:00:00.000,281791,Shih Tzu,,Dog,98101
Ando,2015-02-24T00:00:00.000,73700,Domestic Shorthair,,Cat,98102
Bj,2015-02-01T00:00:00.000,953197,Domestic Shorthair,,Cat,98136
Ella,2015-01-14T00:00:00.000,24198,"Retriever, Labrador",,Dog,98125
MIster Gaenji,2015-03-12T00:00:00.000,137796,"Welsh Corgi, Pembroke",,Dog,98118
Noodle,2015-06-30T00:00:00.000,79353,"Dachshund, Miniature Smooth Haired",,Dog,98116
Honey,2015-03-14T00:00:00.000,79330,Pomeranian,,Dog,98115
Jackson,2015-02-04T00:00:00.000,79640,"Retriever, Golden",,Dog,98133
Jetta,2015-02-17T00:00:00.000,74017,Domestic Shorthair,,Cat,9817
Raja,2015-05-05T00:00:00.000,215071,Shih Tzu,,Dog,98101
Wilson,2015-03-06T00:00:00.000,133084,Domestic Shorthair,,Cat,98118
Scout,2015-04-13T00:00:00.000,211168,Pointer,Dalmatian,Dog,98115
Grover,2015-04-24T00:00:00.000,211153,"Dachshund, Standard Smooth Haired",,Dog,98144
Oliver,2015-05-07T00:00:00.000,273338,British Shorthair,,Cat,98125
Millie,2015-06-06T00:00:00.000,210508,"Chihuahua, Short Coat",,Dog,98126
Ellie,2015-02-03T00:00:00.000,433325,Domestic Shorthair,,Cat,98116
Molly,2015-05-12T00:00:00.000,359970,"Retriever, Labrador",,Dog,98106
Mac,2015-05-12T00:00:00.000,353221,Domestic Medium Hair,,Cat,98115
Phoebe,2015-03-27T00:00:00.000,142282,Domestic Shorthair,,Cat,98199
Shilo,2015-06-09T00:00:00.000,80124,Newfoundland,Bernese Mountain Dog,Dog,98104
Archie,2015-06-07T00:00:00.000,354866,"Retriever, Labrador","Poodle, Standard",Dog,98115
Nikki,2015-04-28T00:00:00.000,24544,"Setter, English","Spaniel, English Springer",Dog,98199
Nod,2015-01-23T00:00:00.000,204884,Domestic Shorthair,,Cat,98106
Bella,2015-02-26T00:00:00.000,86082,"Bulldog, English",,Dog,98119
Bentley,2015-04-14T00:00:00.000,212555,Shih Tzu,,Dog,98109
Inara,2015-05-19T00:00:00.000,361342,Border Collie,Hound,Dog,98115
Luke,2015-01-07T00:00:00.000,897036,Domestic Medium Hair,,Cat,98115
,2015-06-11T00:00:00.000,21879,Domestic Shorthair,,Cat,98125
Toaster,2015-01-27T00:00:00.000,22416,Domestic Shorthair,,Cat,98126
Pickles,2015-04-17T00:00:00.000,25332,Pug,,Dog,98105
