,id,name,host_response_time,host_acceptance_rate,host_total_listings_count,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,availability_30,number_of_reviews,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
898,19543829,The Cozy Stay in Peaceful Ballard,within an hour,100%,1.0,Ballard,47.67921,-122.39397,Private room in home,Private room,2,1.0,1.0,1.0,"[""Luggage dropoff allowed"", ""Self check-in"", ""Trader Joe's Spa Conditioner conditioner"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""Mini fridge"", ""Outdoor furniture"", ""Room-darkening shades"", ""Bathtub"", ""Coffee maker: drip coffee maker"", ""Outdoor dining area"", ""Wifi"", ""Hangers"", ""32 inch HDTV with Amazon Prime Video, Chromecast, Disney+, HBO Max, Hulu, Netflix, Roku"", ""Cleaning products"", ""Iron"", ""Body soap"", ""Portable fans"", ""Carbon monoxide alarm"", ""Smart lock"", ""Lock on bedroom door"", ""Shower gel"", ""Shampoo"", ""Hair dryer"", ""Portable heater"", ""Hot water"", ""Shared patio or balcony"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Fire extinguisher"", ""Coffee"", ""Microwave"", ""Clothing storage: closet"", ""Essentials"", ""Free street parking"", ""Extra pillows and blankets""]",$92.00,1,14,4,417,23460.0,4.86,4.94,4.9,4.96,4.96,4.91,4.79,4.17
899,19553691,1BD/1BA Central District Duplex,within an hour,100%,1.0,Central Area,47.59901,-122.29576,Entire home,Entire home/apt,2,1.0,1.0,1.0,"[""Baking sheet"", ""Coffee maker: french press, pour-over coffee"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""Portable air conditioning"", ""Sun loungers"", ""Samsung Gas  stainless steel oven"", ""Outdoor furniture"", ""Bathtub"", ""Outdoor dining area"", ""Kitchen"", ""Private entrance"", ""Ceiling fan"", ""Free washer \u2013 In building"", ""Hangers"", ""Samsung refrigerator"", ""Gas stove"", ""55 inch HDTV"", ""Cleaning products"", ""Iron"", ""Barbecue utensils"", ""Dining table"", ""Portable fans"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""BBQ grill"", ""Shampoo"", ""Toaster"", ""Keypad"", ""Hair dryer"", ""Shared backyard \u2013 Fully fenced"", ""Hot water"", ""Shared patio or balcony"", ""Smoke alarm"", ""Bed linens"", ""Fire extinguisher"", ""Coffee"", ""Wifi \u2013 40 Mbps"", ""Free dryer \u2013 In building"", ""Blender"", ""Vizio sound system with Bluetooth and aux"", ""Microwave"", ""Cooking basics"", ""Radiant heating"", ""Dishwasher"", ""Conditioner"", ""Wine glasses"", ""Smart lock"", ""Hot water kettle"", ""Free street parking"", ""First aid kit"", ""Rice maker"", ""Extra pillows and blankets""]",$176.00,3,7,4,61,8448.0,4.93,4.82,4.98,4.8,4.87,4.83,4.63,0.61
901,19594064,No Car Needed | Cozy N Beacon Apt by Light Rail,within an hour,100%,2.0,Beacon Hill,47.57728,-122.30931,Private room in home,Private room,2,1.0,1.0,1.0,"[""Luggage dropoff allowed"", ""Free parking on premises"", ""Dedicated workspace"", ""Self check-in"", ""Dishes and silverware"", ""Room-darkening shades"", ""Wifi"", ""Private entrance"", ""Hangers"", ""Washer"", ""Iron"", ""Carbon monoxide alarm"", ""HDTV with Netflix"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Shampoo"", ""Keypad"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Shared patio or balcony"", ""Smoke alarm"", ""Bed linens"", ""Free dryer"", ""Fire extinguisher"", ""Microwave"", ""Refrigerator"", ""Heating"", ""Essentials"", ""Free street parking"", ""Extra pillows and blankets""]",$89.00,1,14,7,122,5340.0,4.88,4.92,4.82,4.98,4.98,4.93,4.84,1.22
902,19606488,Emerald City 1BD/1BA Getaway!,within an hour,97%,4.0,Central Area,47.59663,-122.30165,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"[""Self check-in"", ""Dishes and silverware"", ""Kitchen"", ""Wifi"", ""Dryer"", ""Hangers"", ""Stove"", ""Patio or balcony"", ""Iron"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Smart lock"", ""Exterior security cameras on property"", ""Single level home"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Smoke alarm"", ""Bed linens"", ""Washer \u2013\u00a0In building"", ""Pets allowed"", ""Fire extinguisher"", ""Microwave"", ""Refrigerator"", ""Oven"", ""Heating"", ""Essentials"", ""Free street parking"", ""Extra pillows and blankets""]",$78.00,1,90,0,73,9828.0,4.84,4.88,4.79,4.92,4.95,4.72,4.82,0.73
903,19619980,Stylish 3BR Retreat | Chef’s Kitchen+Trendy Locale,within an hour,100%,128.0,Beacon Hill,47.58761,-122.30992,Entire townhouse,Entire home/apt,8,3.0,3.0,3.0,"[""Luggage dropoff allowed"", ""Free parking on premises"", ""Dedicated workspace"", ""50 inch HDTV with HBO Max, Netflix"", ""Self check-in"", ""High chair"", ""Dishes and silverware"", ""Portable air conditioning"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Room-darkening shades"", ""City skyline view"", ""Bathtub"", ""Kitchen"", ""Wifi"", ""Private entrance"", ""Clothing storage"", ""Hangers"", ""Stove"", ""Indoor fireplace: gas"", ""Iron"", ""Dining table"", ""Body soap"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Shower gel"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Crib - always at the listing"", ""Trash compactor"", ""Keypad"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Bidet"", ""Fire extinguisher"", ""Coffee"", ""Private patio or balcony"", ""Microwave"", ""Cooking basics"", ""Radiant heating"", ""Refrigerator"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dishwasher"", ""Oven"", ""Conditioner"", ""Wine glasses"", ""Essentials"", ""Hot water kettle"", ""Free street parking"", ""First aid kit"", ""Extra pillows and blankets""]",$234.00,2,1125,16,155,19656.0,4.86,4.91,4.84,4.99,4.96,4.78,4.86,1.56
904,19626395,Family Fun/Business Retreat Near Space Needle,,0%,1.0,Queen Anne,47.62744,-122.35143,Entire townhouse,Entire home/apt,6,1.5,3.0,4.0,"[""Dedicated workspace"", ""Self check-in"", ""High chair"", ""Dishes and silverware"", ""Portable air conditioning"", ""Central heating"", ""Bathtub"", ""Indoor fireplace"", ""Kitchen"", ""Wifi"", ""Private entrance"", ""Washer \u2013\u00a0In unit"", ""Hangers"", ""Stove"", ""Outlet covers"", ""Baby safety gates"", ""Iron"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Shampoo"", ""Keypad"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Dryer \u2013\u00a0In unit"", ""Smoke alarm"", ""Bed linens"", ""Children\u2019s dinnerware"", ""Fire extinguisher"", ""Private patio or balcony"", ""TV with Netflix"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Breakfast"", ""Window AC unit"", ""Essentials"", ""First aid kit"", ""Children\u2019s books and toys"", ""Extra pillows and blankets""]",$237.00,30,1125,0,200,28440.0,4.98,4.97,4.98,4.96,4.97,4.99,4.86,2.01
905,19697895,Bungalow with Wetland Canopy Views from Patio,within an hour,100%,2.0,Rainier Valley,47.52521,-122.26123,Entire home,Entire home/apt,4,2.0,2.0,2.0,"[""Baking sheet"", ""Free parking on premises"", ""Dedicated workspace"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""Portable air conditioning"", ""Central heating"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Bathtub"", ""Outdoor dining area"", ""Kitchen"", ""Ceiling fan"", ""Dryer"", ""Hammock"", ""Hangers"", ""TV with DVD player, Netflix"", ""Stove"", ""Cleaning products"", ""Iron"", ""Barbecue utensils"", ""Dining table"", ""Body soap"", ""Portable fans"", ""Carbon monoxide alarm"", ""Shared backyard \u2013 Not fully fenced"", ""Lake access"", ""Long term stays allowed"", ""BBQ grill"", ""Luseta  conditioner"", ""Shower gel"", ""Luseta shampoo"", ""Books and reading material"", ""Cleaning available during stay"", ""Toaster"", ""Keypad"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Clothing storage: closet and dresser"", ""Smoke alarm"", ""Bed linens"", ""Shared beach access"", ""Fire extinguisher"", ""Park view"", ""Coffee"", ""First aid kit"", ""Blender"", ""Fast wifi \u2013 364 Mbps"", ""Private patio or balcony"", ""Garden view"", ""Microwave"", ""Refrigerator"", ""Cooking basics"", ""Dishwasher"", ""Oven"", ""Board games"", ""Wine glasses"", ""Essentials"", ""Hot water kettle"", ""Free street parking"", ""Sony sound system with aux"", ""Rice maker"", ""Extra pillows and blankets""]",$187.00,2,1125,8,213,26928.0,4.98,4.96,4.96,4.99,4.98,4.8,4.85,2.15
906,19699462,"Charming, Private 2 Bed Montlake Suite w/ Parking",within an hour,94%,1.0,Capitol Hill,47.63711,-122.30618,Entire guest suite,Entire home/apt,4,1.0,1.0,2.0,"[""Luggage dropoff allowed"", ""Free parking on premises"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""Mini fridge"", ""TV"", ""Room-darkening shades"", ""Private entrance"", ""Dryer"", ""Hangers"", ""Outlet covers"", ""Cleaning products"", ""Washer"", ""Iron"", ""Dining table"", ""Body soap"", ""Portable fans"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Books and reading material"", ""Shower gel"", ""Shampoo"", ""Single level home"", ""Keypad"", ""Hair dryer"", ""Hot water"", ""Wifi \u2013 25 Mbps"", ""Clothing storage: closet and dresser"", ""Smoke alarm"", ""Bed linens"", ""Fire extinguisher"", ""Coffee"", ""Microwave"", ""Refrigerator"", ""Coffee maker: Keurig coffee machine"", ""Heating"", ""Conditioner"", ""Wine glasses"", ""Essentials"", ""Free street parking"", ""First aid kit"", ""Children\u2019s books and toys"", ""Extra pillows and blankets""]",$92.00,2,28,5,932,23460.0,4.94,4.95,4.95,4.98,4.98,4.92,4.89,9.35
907,19702934,Cozy Full Size Bed Room #5 in Rainier Valley,within an hour,96%,12.0,Rainier Valley,47.52682,-122.27557,Private room in home,Private room,1,2.0,1.0,1.0,"[""Luggage dropoff allowed"", ""Free parking on premises"", ""Dedicated workspace"", ""Self check-in"", ""Dishes and silverware"", ""TV"", ""Indoor fireplace"", ""Kitchen"", ""Wifi"", ""Hangers"", ""Stove"", ""Patio or balcony"", ""Iron"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""Shampoo"", ""Keypad"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Bed linens"", ""Fire extinguisher"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Oven"", ""Heating"", ""Essentials"", ""First aid kit"", ""Extra pillows and blankets""]",$40.00,30,1125,24,50,2400.0,4.52,4.78,4.56,4.85,4.92,4.51,4.68,0.5
908,19721795,Bright and Airy Craftsman on the Hill,within an hour,100%,5.0,Queen Anne,47.63581,-122.36963,Entire home,Entire home/apt,5,1.0,3.0,3.0,"[""Baking sheet"", ""Free parking on premises"", ""Dedicated workspace"", ""Puracy Natural | Citrus + Mint Scented shampoo"", ""Freezer"", ""Dishes and silverware"", ""Self check-in"", ""Portable air conditioning"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Room-darkening shades"", ""Bathtub"", ""Kitchen"", ""Private entrance"", ""Samsung stainless steel oven"", ""Hangers"", ""Samsung stainless steel gas stove"", ""Cleaning products"", ""Iron"", ""Dining table"", ""55 inch HDTV with Roku"", ""Carbon monoxide alarm"", ""Ocean view"", ""Long term stays allowed"", ""Ethernet connection"", ""Shower gel"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Free dryer \u2013 In unit"", ""Crib - always at the listing"", ""Coffee maker: drip coffee maker, french press"", ""Toaster"", ""Keypad"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Fast wifi \u2013 250 Mbps"", ""Bed linens"", ""Standalone high chair"", ""Children\u2019s dinnerware"", ""Mountain view"", ""Fire extinguisher"", ""Private patio or balcony"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Heating"", ""Essentials"", ""Hot water kettle"", ""Free street parking"", ""First aid kit"", ""Puracy Natural | Citrus + Mint Scented conditioner""]",$156.00,3,730,6,76,14040.0,4.97,4.97,5.0,4.97,5.0,4.95,4.91,1.62
909,19738365,A place where it all connect!  HomestayU1,within a day,49%,13.0,Northgate,47.69479,-122.33321,Private room in home,Private room,1,3.0,1.0,1.0,"[""Baking sheet"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Dedicated workspace"", ""Dishes and silverware"", ""Paid dryer \u2013 In building"", ""Mini fridge"", ""Room-darkening shades"", ""Outdoor dining area"", ""Kitchen"", ""Wifi"", ""Hangers"", ""Paid washer \u2013 In building"", ""Patio or balcony"", ""Cleaning products"", ""Iron"", ""Dining table"", ""Portable fans"", ""Carbon monoxide alarm"", ""Kenmore gas stove"", ""Long term stays allowed"", ""Lock on bedroom door"", ""BBQ grill"", ""Exterior security cameras on property"", ""Shampoo"", ""Toaster"", ""Shared backyard \u2013 Fully fenced"", ""Portable heater"", ""Hot water"", ""TV with Chromecast, Netflix, Fire TV, Roku"", ""Laundromat nearby"", ""Smoke alarm"", ""Bed linens"", ""Fire extinguisher"", ""Blender"", ""Microwave"", ""Cooking basics"", ""Radiant heating"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Essentials"", ""Hot water kettle"", ""Free street parking"", ""First aid kit"", ""Barbecue utensils"", ""Extra pillows and blankets""]",$30.00,60,90,30,9,3600.0,4.44,4.44,4.33,4.44,4.33,4.56,4.56,0.11
910,19739161,Erlinda's Wholeworld Homestay,within a day,49%,13.0,Northgate,47.69228,-122.33316,Private room in home,Private room,1,3.0,1.0,1.0,"[""Baking sheet"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Dedicated workspace"", ""Freezer"", ""Dishes and silverware"", ""Sun loungers"", ""Mini fridge"", ""TV"", ""Outdoor furniture"", ""Room-darkening shades"", ""Outdoor dining area"", ""Kitchen"", ""Wifi"", ""Dryer"", ""Clothing storage"", ""Hangers"", ""Stove"", ""Patio or balcony"", ""Cleaning products"", ""Washer"", ""Iron"", ""Barbecue utensils"", ""Dining table"", ""Portable fans"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Ethernet connection"", ""Lock on bedroom door"", ""BBQ grill"", ""Shower gel"", ""Exterior security cameras on property"", ""Toaster"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Smoke alarm"", ""Bed linens"", ""Outdoor playground"", ""Fire extinguisher"", ""Coffee"", ""Piano"", ""Blender"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Backyard"", ""Heating"", ""Fire pit"", ""Conditioner"", ""Hot water kettle"", ""Free street parking"", ""First aid kit"", ""Rice maker"", ""Extra pillows and blankets""]",$34.00,30,90,0,1,2040.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.34
911,19768466,Stunning Queen Anne short or long term rental home,within an hour,,2.0,Queen Anne,47.65195,-122.37364,Entire townhouse,Entire home/apt,8,3.5,3.0,4.0,"[""Shampoo"", ""Hangers"", ""Indoor fireplace"", ""Hair dryer"", ""Washer"", ""Iron"", ""Breakfast"", ""TV"", ""Heating"", ""Smoke alarm"", ""Essentials"", ""Kitchen"", ""Wifi"", ""Private entrance"", ""Dryer""]",$350.00,30,1125,1,8,0.0,4.63,4.75,4.5,4.88,4.88,4.75,4.75,0.08
912,19770172,Urban Oasis West Seattle: Near Stadiums & Downtown,within an hour,100%,1.0,West Seattle,47.57246,-122.37577,Entire guest suite,Entire home/apt,3,1.0,1.0,1.0,"[""Luggage dropoff allowed"", ""Free parking on premises"", ""Dedicated workspace"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""Outdoor furniture"", ""Room-darkening shades"", ""City skyline view"", ""Bathtub"", ""Outdoor dining area"", ""Kitchen"", ""Wifi"", ""Private entrance"", ""Hangers"", ""Stove"", ""Indoor fireplace: gas"", ""Cleaning products"", ""Washer"", ""Iron"", ""AC - split type ductless system"", ""Body soap"", ""Portable fans"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Smart lock"", ""Exterior security cameras on property"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Toaster"", ""Hair dryer"", ""Hot water"", ""Bose Bluetooth sound system"", ""Coffee maker"", ""Clothing storage: closet and dresser"", ""Smoke alarm"", ""Bed linens"", ""Mountain view"", ""HDTV with Apple TV, Netflix, Roku, DVD player"", ""Fire extinguisher"", ""Coffee"", ""Blender"", ""Private patio or balcony"", ""Garden view"", ""Microwave"", ""Refrigerator"", ""Cooking basics"", ""Dishwasher"", ""Oven"", ""Private backyard \u2013 Not fully fenced"", ""Heating"", ""Conditioner"", ""Wine glasses"", ""Essentials"", ""Hot water kettle"", ""Free street parking"", ""First aid kit"", ""Extra pillows and blankets""]",$102.00,2,1125,10,255,26010.0,4.97,4.96,4.95,4.96,4.99,4.88,4.91,2.56
914,19771279,Erlinda's Wholeworld Homestay II,within a day,49%,13.0,Northgate,47.6927,-122.33497,Private room in home,Private room,1,3.0,1.0,2.0,"[""Baking sheet"", ""Luggage dropoff allowed"", ""Samsung/ kitchen plus mini fridge in the room refrigerator"", ""Freezer"", ""Dishes and silverware"", ""Paid dryer \u2013 In building"", ""Mini fridge"", ""Room-darkening shades"", ""Basic.\u2026 available upon request! shampoo"", ""Available upon request\u2026 basic body soap"", ""Kitchen"", ""Wifi"", ""Hangers"", ""Stove"", ""Paid washer \u2013 In building"", ""Patio or balcony"", ""Iron"", ""Barbecue utensils"", ""Dining table"", ""Available upon request\u2026 Basic conditioner"", ""Portable fans"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""BBQ grill"", ""Cleaning available during stay"", ""Exterior security cameras on property"", ""Toaster"", ""Hair dryer"", ""Portable heater"", ""Hot water"", ""Coffee maker"", ""Clothing storage: dresser"", ""Laundromat nearby"", ""Smoke alarm"", ""Bed linens"", ""Host greets you"", ""Fire extinguisher"", ""Kenmore oven"", ""Blender"", ""TV with Netflix"", ""Microwave"", ""Cooking basics"", ""Dishwasher"", ""Backyard"", ""Essentials"", ""Hot water kettle"", ""Free street parking"", ""First aid kit"", ""Rice maker"", ""Extra pillows and blankets""]",$51.00,30,90,9,2,3060.0,4.0,4.0,4.0,4.0,4.5,4.0,4.0,0.02
915,19786042,"Dog-friendly, bay view suite w/ walk score of 100",within an hour,100%,1.0,Downtown,47.60776,-122.33786,Entire condo,Entire home/apt,6,2.0,2.0,3.0,"[""Dedicated workspace"", ""Self check-in"", ""Dishes and silverware"", ""Outdoor furniture"", ""Bathtub"", ""EV charger"", ""Kitchen"", ""Wifi"", ""Private entrance"", ""Washer \u2013\u00a0In unit"", ""Hangers"", ""Stove"", ""TV with standard cable, DVD player, Netflix"", ""Shared hot tub"", ""Iron"", ""Carbon monoxide alarm"", ""Shared indoor pool - heated"", ""Ethernet connection"", ""Shared sauna"", ""Gym"", ""Shared BBQ grill: gas"", ""Shampoo"", ""Elevator"", ""Single level home"", ""Toaster"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Dryer \u2013\u00a0In unit"", ""Lockbox"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Fire extinguisher"", ""Microwave"", ""Dishwasher"", ""Refrigerator"", ""Paid parking on premises"", ""Oven"", ""Board games"", ""Heating"", ""Essentials"", ""First aid kit""]",$298.00,7,1125,22,19,33376.0,4.63,4.95,4.58,4.84,4.79,5.0,4.68,0.21
919,19846180,The Ballard Jungalow,,100%,2.0,Ballard,47.68763,-122.38112,Entire home,Entire home/apt,9,2.5,3.0,4.0,"[""Baking sheet"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""Mini fridge"", ""TV"", ""Outdoor furniture"", ""Bathtub"", ""Coffee maker: french press"", ""Outdoor dining area"", ""Kitchen"", ""Wifi"", ""Private entrance"", ""Dryer"", ""Clothing storage"", ""Hangers"", ""Stove"", ""Hammock"", ""Cleaning products"", ""Washer"", ""Iron"", ""Dining table"", ""Body soap"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Smart lock"", ""Noise decibel monitors on property"", ""BBQ grill"", ""Cleaning available during stay"", ""Shower gel"", ""Exterior security cameras on property"", ""Shampoo"", ""Toaster"", ""Hair dryer"", ""Hot water"", ""Laundromat nearby"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Fire extinguisher"", ""Game console"", ""Coffee"", ""Drying rack for clothing"", ""Blender"", ""Wine glasses"", ""Dishwasher"", ""Cooking basics"", ""Refrigerator"", ""Oven"", ""Board games"", ""Heating"", ""Conditioner"", ""Sonos sound system"", ""Essentials"", ""Hot water kettle"", ""Fire pit"", ""Free street parking"", ""Barbecue utensils"", ""Extra pillows and blankets""]",$525.00,30,90,24,5,31500.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,0.05
